id"repo_id"name"ext_ref_id
1"4"bug"52344015bd35436de3000316
2"4"duplicate"52344015bd35436de3000317
3"4"enhancement"52344015bd35436de3000318
4"4"invalid"52344015bd35436de3000319
5"4"question"52344015bd35436de300031a
6"4"wontfix"52344015bd35436de300031b
7"7"bug"52344274bd35436de1000661
8"7"enhancement"52344274bd35436de1000663
9"6"Feature"523448e8bd35436ddc001113
10"6"Bug"523448e8bd35436ddc001112
11"6"TODO"523448e8bd35436ddc001111
12"8"bug"523449f0bd35436e9a001c9d
13"8"duplicate"523449f0bd35436e9a001c9e
14"8"enhancement"523449f0bd35436e9a001c9f
15"8"invalid"523449f0bd35436e9a001ca0
16"8"question"523449f0bd35436e9a001ca1
17"8"wontfix"523449f0bd35436e9a001ca2
18"7"invalid"52344274bd35436de1000664
19"6"Doc"523448e8bd35436ddc001114
20"11"Component-Logic"52344e81bd35436e8e002450
21"11"Priority-Medium"52344e81bd35436e8e00244d
22"11"Status-Accepted"52344e81bd35436e8e00245c
23"11"Type-Defect"52344e81bd35436e8e00244c
24"3437"iOS"52344ed6bd35433279000a18
25"3437"OS X"52344ed6bd35433279000a16
26"3437"feature"52344ed6bd35433279000a12
27"11"Domain-WebKit"52344e81bd35436e8e002454
28"3437"Solaris"52344ed6bd35433279000a17
29"3437"bitesize"52344ed6bd35433279000a1e
30"3437"support"52344ed6bd35433279000a15
31"3437"bug"52344ed6bd35433279000a11
32"3437"Android"52344ed6bd35433279000a19
33"3437"security"52344ed6bd35433279000a13
34"3437"FreeBSD"52344ed6bd35433279000a1c
35"3437"Windows"52344ed6bd35433279000a1a
36"11"Module-WebPage"52344e81bd35436e8e002451
37"11"docs"52344e81bd35436e8e002469
38"11"Domain-Qt"52344e81bd35436e8e00245d
39"11"Status-New"52344e81bd35436e8e00244e
40"11"Priority-Low"52344e81bd35436e8e002461
41"11"Component-BuildSystem"52344e81bd35436e8e00245b
42"11"Status-Invalid"52344e81bd35436e8e00245a
43"11"webdriver"52344e81bd35436e8e002458
44"11"windows"52344e81bd35436e8e00246d
45"11"Mac"52344e81bd35436e8e002466
46"11"Status-Started"52344e81bd35436e8e002460
47"11"frames"52344e81bd35436e8e002468
48"11"userinteraction"52344e81bd35436e8e00245f
49"11"Status-WontFix"52344e81bd35436e8e002453
50"11"Type-Enhancement"52344e81bd35436e8e00244f
51"11"Domain-WebDriver"52344e81bd35436e8e00246c
52"11"Component-Example"52344e81bd35436e8e002457
53"11"Priority-High"52344e81bd35436e8e002455
54"11"Module-System"52344e81bd35436e8e002459
55"7"duplicate"52344274bd35436de1000662
56"7"question"52344274bd35436de1000665
57"7"wontfix"52344274bd35436de1000666
58"5326"thinking"523461d4bd35432fdb00060a
59"5326"feature"523461d4bd35432fdb000608
60"5326"bug"523461d4bd35432fdb000607
61"5326"deferred"523461d4bd35432fdb000609
62"5326"working as intended"523461d4bd35432fdb000606
63"5326"can't reproduce"523461d4bd35432fdb00060b
64"454"Bug"5234681ebd354331ca005a37
65"454"GUI"5234681ebd354331ca005a38
66"454"Priority Low"5234681ebd354331ca005a3f
67"11"cookies"52344e81bd35436e8e00246b
68"3437"cleanup"52344ed6bd35433279000a14
69"11"Status-Duplicate"52344e81bd35436e8e002456
70"3437"GNU/Linux"52344ed6bd35433279000a1b
71"454"Improvement"5234681ebd354331ca005a39
72"454"Priority Medium"5234681ebd354331ca005a3e
73"11"Status-NeedsReduction"52344e81bd35436e8e002474
74"454"Priority High"5234681ebd354331ca005a3d
75"11"Component-Tests"52344e81bd35436e8e00246a
76"11"Deployment"52344e81bd35436e8e002465
77"454"Windows"5234681ebd354331ca005a42
78"11"Module-WebServer"52344e81bd35436e8e002462
79"5"zend incompatibility"5234769cbd35436dee002a0f
80"5"needs more information"5234769cbd35436dee002a11
81"5"build"5234769cbd35436dee002a0e
82"5"missing extension"5234769cbd35436dee002a12
83"5"wishlist"5234769cbd35436dee002a16
84"5"crash"5234769cbd35436dee002a0d
85"454"Brainstorming"5234681ebd354331ca005a36
86"454"Mac"5234681ebd354331ca005a44
87"454"Wallet"5234681ebd354331ca005a3c
88"5"performance"5234769cbd35436dee002a14
89"5"feature request"5234769cbd35436dee002a10
90"11"Status-Fixed"52344e81bd35436e8e002452
91"454"Linux"5234681ebd354331ca005a43
92"11"Component-Website"52344e81bd35436e8e002464
93"5"duplicate"5234769cbd35436dee002a18
94"5"external"5234769cbd35436dee002a17
95"10380"bug"52347f7cbd354381ef00076e
96"10380"enhancement"52347f7cbd354381ef00076f
97"10380"questions"52347f7cbd354381ef000770
98"10380"windows"52347f7cbd354381ef000771
99"11"Module-Filesystem"52344e81bd35436e8e002463
100"7242"crash report"52348259bd35431a7b0024d3
101"7242"more design needed"52348259bd35431a7b0024d0
102"7242"non critical bug"52348259bd35431a7b0024cc
103"3437"oad"52344ed6bd35433279000a1d
104"3437"docs"52344ed6bd35433279000a1f
105"454"Feature"5234681ebd354331ca005a35
106"454"Docs and Output"5234681ebd354331ca005a3b
107"7242"documentation"52348259bd35431a7b0024ce
108"5"fix ready"5234769cbd35436dee002a13
109"7242"feature request"52348259bd35431a7b0024ca
110"454"BIP"5234681ebd354331ca005a45
111"7242"waiting user input"52348259bd35431a7b0024cd
112"7242"approved feature"52348259bd35431a7b0024cf
113"7242"2.6 merge candidate"52348259bd35431a7b0024d7
114"7242"attention-needed"52348259bd35431a7b0024d6
115"7242"2.4 merge candidate"52348259bd35431a7b0024d2
116"10593"master"523494d3bd3543048a001c70
117"10593"pr"523494d3bd3543048a001c6f
118"10593"Windows"523494d3bd3543048a001c69
119"10593"Unix"523494d3bd3543048a001c6a
120"10593"API"523494d3bd3543048a001c6b
121"10593"build"523494d3bd3543048a001c72
122"10593"v0.10"523494d3bd3543048a001c71
123"10593"Linux"523494d3bd3543048a001c73
124"454"Localization"5234681ebd354331ca005a3a
125"7242"test"52348259bd35431a7b0024d4
126"7242"makefile"52348259bd35431a7b0024d5
127"7242"critical bug"52348259bd35431a7b0024cb
128"11"callback"52344e81bd35436e8e002475
129"10593"pipes"523494d3bd3543048a001c6e
130"10593"Test"523494d3bd3543048a001c6c
131"11"events"52344e81bd35436e8e00246f
132"11"mouse"52344e81bd35436e8e00246e
133"10593"Darwin"523494d3bd3543048a001c74
134"10629"3 - Working"5234a9bdbd3543fd1a002ed1
135"10629"bug"5234a9bdbd3543fd1a002ec8
136"10629"1 - Ready"5234a9bdbd3543fd1a002ed0
137"10629"5 - Done"5234a9bdbd3543fd1a002ed2
138"10629"4 - Review"5234a9bdbd3543fd1a002eda
139"10629"feature"5234a9bdbd3543fd1a002ec9
140"10629"task"5234a9bdbd3543fd1a002ece
141"10629"2 - Blocked"5234a9bdbd3543fd1a002ecf
142"10629"suggestion"5234a9bdbd3543fd1a002ed8
143"10629"stress"5234a9bdbd3543fd1a002ed3
144"10629"bydesign"5234a9bdbd3543fd1a002ed4
145"10629"needs repro"5234a9bdbd3543fd1a002ecd
146"9636"feature"5234ae19bd35439d0b003d51
147"10629"performance"5234a9bdbd3543fd1a002eca
148"7242"can not replicate"52348259bd35431a7b0024d1
149"9636"todo"5234ae19bd35439d0b003d54
150"10629"security"5234a9bdbd3543fd1a002ed7
151"10629"Automation Needed"5234a9bdbd3543fd1a002ed6
152"10629"contributor"5234a9bdbd3543fd1a002ed9
153"12554"bug"5234b7b1bd35433fe6001138
154"12554"feature"5234b7b1bd35433fe6001137
155"12554"Windows"5234b7b1bd35433fe600113a
156"12554"GNOME"5234b7b1bd35433fe600113c
157"12554"Ubuntu"5234b7b1bd35433fe600113b
158"9636"bug"5234ae19bd35439d0b003d52
159"10629"dupe"5234a9bdbd3543fd1a002ecc
160"9215"bug"5234bb1fbd3543535f004425
161"9215"critical"5234bb1fbd3543535f004430
162"9215"section-internals"5234bb1fbd3543535f004436
163"9215"section-typography"5234bb1fbd3543535f004433
164"9215"bitesize"5234bb1fbd3543535f00442a
165"9215"documentation"5234bb1fbd3543535f004427
166"9215"core"5234bb1fbd3543535f004420
167"9215"section-3D"5234bb1fbd3543535f004431
168"9215"feature"5234bb1fbd3543535f004426
169"9215"section-2D"5234bb1fbd3543535f004438
170"9215"addon"5234bb1fbd3543535f00441f
171"9215"iOS"5234bb1fbd3543535f004424
172"9215"section-video"5234bb1fbd3543535f004435
173"9215"codeblocks "5234bb1fbd3543535f004423
174"9215"fix-proposed"5234bb1fbd3543535f00442e
175"9215"linux"5234bb1fbd3543535f004429
176"9215"example"5234bb1fbd3543535f004421
177"9215"xcode"5234bb1fbd3543535f004422
178"9215"regression"5234bb1fbd3543535f004439
179"9215"visual studio"5234bb1fbd3543535f004428
180"9215"windows"5234bb1fbd3543535f00442d
181"9215"linuxarm"5234bb1fbd3543535f00443c
182"9215"macOS"5234bb1fbd3543535f00442c
183"9215"section-sound"5234bb1fbd3543535f004432
184"9215"android"5234bb1fbd3543535f00442f
185"9215"development-strategy"5234bb1fbd3543535f00442b
186"10629"question"5234a9bdbd3543fd1a002ecb
187"9636"perfomance issues"5234ae19bd35439d0b003d53
188"9215"project-generator"5234bb1fbd3543535f004437
189"12554"Mac"5234b7b1bd35433fe6001139
190"10629"behavior-change"5234a9bdbd3543fd1a002edc
191"10629"api-change"5234a9bdbd3543fd1a002edb
192"9215"code-review"5234bb1fbd3543535f00443b
193"5"won't fix"5234769cbd35436dee002a15
194"3583"PVR"5234c5fbbd35436b0000a793
195"10629"no repro"5234a9bdbd3543fd1a002ed5
196"3583"Fix"5234c5fbbd35436b0000a78a
197"9215"automation"5234bb1fbd3543535f00443a
198"3583"Frodo"5234c5fbbd35436b0000a796
199"12976"Feature request"5234d24cbd3543e3d5000ec4
200"9215"section-hardware"5234bb1fbd3543535f004434
201"12976"Bug report"5234d24cbd3543e3d5000ec3
202"12976"Other"5234d24cbd3543e3d5000ec5
203"12976"Possible fix"5234d24cbd3543e3d5000ec7
204"12976"No feedback"5234d24cbd3543e3d5000ec6
205"12976"Plupload2"5234d24cbd3543e3d5000ec9
206"11"API"52344e81bd35436e8e002473
207"11"CommonJS"52344e81bd35436e8e002470
208"11"Modules"52344e81bd35436e8e002471
209"11"Packages"52344e81bd35436e8e002472
210"11"Static"52344e81bd35436e8e002467
211"12"Sub-Entities"5234ece4bd35436eaf0080f4
212"12"Sub-Spells"5234ece4bd35436eaf0080f5
213"12"Sub-Miscellaneous"5234ece4bd35436eaf0080f6
214"12"Sub-Loot"5234ece4bd35436eaf0080f7
215"12"Sub-Netcode"5234ece4bd35436eaf0080f8
216"12"Sub-Instances"5234ece4bd35436eaf0080f9
217"12"Sub-Spawns"5234ece4bd35436eaf0080fa
218"12"Sub-Waypoints"5234ece4bd35436eaf0080fb
219"12"Sub-Maps"5234ece4bd35436eaf0080fc
220"12"Sub-Groups"5234ece4bd35436eaf0080fd
221"12"Comp-BuildSystem"5234ece4bd35436eaf0080fe
222"12"Sub-Vehicles"5234ece4bd35436eaf0080ff
223"12"Sub-DBLayer"5234ece4bd35436eaf008100
224"12"Sub-StatSystem"5234ece4bd35436eaf008101
225"12"Comp-External"5234ece4bd35436eaf008102
226"12"Sub-Conditions"5234ece4bd35436eaf008103
227"12"Sub-Quests"5234ece4bd35436eaf008104
228"12"Comp-SmartAI"5234ece4bd35436eaf008105
229"12"Sub-Achievements"5234ece4bd35436eaf008106
230"12"Priority-FutureFeatureRe"5234ece4bd35436eaf008107
231"12"Sub-Battlegrounds"5234ece4bd35436eaf008108
232"12"HasBacktrace"5234ece4bd35436eaf008109
233"12"Feedback-PatchFix"5234ece4bd35436eaf00810a
234"12"Priority-Critical"5234ece4bd35436eaf00810b
235"12"Priority-Very Low"5234ece4bd35436eaf00810c
236"12"Branch-4.3.4"5234ece4bd35436eaf00810d
237"12"Priority-High"5234ece4bd35436eaf00810e
238"12"Sub-Warden"5234ece4bd35436eaf00810f
239"12"Sub-Battlefield"5234ece4bd35436eaf008110
240"12"Feedback-CannotReproduce"5234ece4bd35436eaf008111
241"12"Sub-Gossips/Texts"5234ece4bd35436eaf008112
242"12"Sub-ScriptingEngine"5234ece4bd35436eaf008113
243"12"Sub-Pet"5234ece4bd35436eaf008114
244"12"Feedback-PatchOutdatedMi"5234ece4bd35436eaf008115
245"12"Sub-MMaps/Pathfinding"5234ece4bd35436eaf008116
246"12"Comp-Core"5234ece4bd35436eaf008117
247"12"Comp-Database"5234ece4bd35436eaf008118
248"12"Comp-C++Script"5234ece4bd35436eaf008119
249"12"Branch-3.3.5a"5234ece4bd35436eaf00811a
250"12"Sub-Guild"5234ece4bd35436eaf00811b
251"11"javascript"52344e81bd35436e8e00245e
252"3583"Improvement"5234c5fbbd35436b0000a78f
253"3583"Feature"5234c5fbbd35436b0000a788
254"3583"RFC"5234c5fbbd35436b0000a78c
255"10593"DNS"523494d3bd3543048a001c6d
256"3583"API change"5234c5fbbd35436b0000a789
257"3583"Invalid"5234c5fbbd35436b0000a790
258"3583"Merged"5234c5fbbd35436b0000a794
259"12976"Suggestion"5234d24cbd3543e3d5000ec8
260"3583"Abandoned"5234c5fbbd35436b0000a78d
261"14912"2 - Responded"52352044bd3543fb4a00088e
262"14912"1 - Hold"52352044bd3543fb4a00088d
263"14912"Feature Request"52352044bd3543fb4a00088b
264"15018"bug"523525dfbd3543d97a000c69
265"14912"0 - None"52352044bd3543fb4a00088c
266"16134"feature"523529dabd3543d6aa000939
267"14912"CodePlex"52352044bd3543fb4a00088a
268"14327"Improvement"52352fd1bd3543a77b002191
269"14327"Suggestion"52352fd1bd3543a77b002192
270"16134"bug"523529dabd3543d6aa000938
271"14327"Breaking Change"52352fd1bd3543a77b002194
272"14327"Bug"52352fd1bd3543a77b002190
273"14327"Build Process"52352fd1bd3543a77b002195
274"14327"Unconfirmed"52352fd1bd3543a77b002196
275"14327"Feature"52352fd1bd3543a77b002193
276"15018"IMPORTANT"523525dfbd3543d97a000c6f
277"16402"Bug"52353f0cbd354372fe001c30
278"16402"High Priority"52353f0cbd354372fe001c35
279"16402"Improvement"52353f0cbd354372fe001c31
280"16402"New feature"52353f0cbd354372fe001c2f
281"16402"Newbie"52353f0cbd354372fe001c32
282"15018"accepted"523525dfbd3543d97a000c6d
283"16402"Idea"52353f0cbd354372fe001c33
285"14327"Update documentation"52352fd1bd3543a77b002197
286"15018"feature-request"523525dfbd3543d97a000c68
287"15018"declined"523525dfbd3543d97a000c6b
288"15018"working-on-it"523525dfbd3543d97a000c6a
289"15018"inquiry"523525dfbd3543d97a000c6e
290"15018"future-release"523525dfbd3543d97a000c6c
291"17515"bug"52355bcebd35432f190036d0
292"17566"Missing-Test-Case"52355c52bd3543784d0028ce
293"17566"Bug Report"52355c52bd3543784d0028cc
294"17566"Framework Bug"52355c52bd3543784d0028cf
295"17566"Enhancement"52355c52bd3543784d0028d0
296"17566"Needs-More-Info"52355c52bd3543784d0028d1
297"17515"Lucene 4.5 Upgrade"52355bcfbd35432f19003729
298"17566"Feature Request"52355c52bd3543784d0028cb
299"17515"feature"52355bcebd35432f190036cf
300"17515"enhancement"52355bcebd35432f190036d1
301"17515"v0.90.4"52355bcfbd35432f19003728
302"17515"v1.0.0.Beta1"52355bcfbd35432f19003725
303"16402"Performance"52353f0cbd354372fe001c34
304"17515"breaking"52355bcebd35432f190036d9
305"17515"non-issue"52355bcebd35432f190036e6
306"17515"regression"52355bcfbd35432f1900371f
307"17566"Probably-Not-ABS-Related"52355c52bd3543784d0028d2
308"17566"monkey"52355c52bd3543784d0028d3
309"17515"doc"52355bcebd35432f190036d3
310"23781"Bug"523584aabd3543ac3d0019dd
311"23781"Feature"523584aabd3543ac3d0019de
312"17515"v0.90.3"52355bcfbd35432f19003727
313"23781"Design"523584aabd3543ac3d0019dc
314"17515"v0.90.0.Beta1"52355bcfbd35432f19003714
315"17515"v0.90.2"52355bcfbd35432f19003726
316"22981"defect"5235998abd3543981b003ae7
317"22981"improvement"5235998abd3543981b003ae8
318"22981"feature"5235998abd3543981b003ae9
319"22981"discussion"5235998abd3543981b003af2
320"22981"cleanup"5235998abd3543981b003aea
321"17566"Fixed-Not-Released"52355c52bd3543784d0028cd
322"22981"documentation"5235998abd3543981b003af1
323"17515"v0.90.1"52355bcfbd35432f19003724
324"22981"not a bug"5235998abd3543981b003aef
325"22981"won't fix"5235998abd3543981b003aee
326"22981"duplicate"5235998abd3543981b003aed
327"17515"Lucene 4.3 Upgrade"52355bcfbd35432f19003722
328"17515"v0.20.7"52355bcfbd35432f19003721
329"17515"v0.90.0"52355bcfbd35432f19003723
330"22981"needs info"5235998abd3543981b003af0
331"17515"v0.90.0.RC2"52355bcfbd35432f19003720
332"17515"v0.90.0.RC1"52355bcfbd35432f1900371d
333"17515"v0.20.6"52355bcfbd35432f1900371c
334"17515"Lucene 4.2 Upgrade"52355bcfbd35432f1900371e
335"17515"v0.20.5"52355bcfbd35432f1900371b
336"17515"v0.20.4"52355bcfbd35432f1900371a
337"17515"v0.20.3"52355bcfbd35432f19003719
338"17515"v0.20.2"52355bcfbd35432f19003718
339"27504"future"5235d5bfbd3543ff180029b4
340"17515"v0.19.13"52355bcfbd35432f19003716
341"27504"FORUM ;)"5235d5bfbd3543ff180029b8
342"17515"v0.20.1"52355bcfbd35432f19003717
343"17515"v0.20.0"52355bcfbd35432f19003713
344"17515"v0.19.12"52355bcfbd35432f19003715
345"27504"BUG"5235d5bfbd3543ff180029b7
346"17515"v0.19.11"52355bcfbd35432f19003712
347"17515"v0.20.0.RC1"52355bcfbd35432f19003706
348"17515"v0.19.10"52355bcfbd35432f19003711
349"27504"0.5"5235d5bfbd3543ff180029b9
350"27504"0.4"5235d5bfbd3543ff180029b6
351"17515"v0.19.9"52355bcfbd35432f19003710
352"27504"0.3"5235d5bfbd3543ff180029b5
353"26388"awaiting feedback"5235f01bbd354338c8005067
354"26388"css"5235f01bbd354338c8005062
355"26388"bug"5235f01bbd354338c8005065
356"26388"html"5235f01bbd354338c8005063
357"17515"v0.19.8"52355bcfbd35432f1900370f
358"17515"v0.19.7"52355bcfbd35432f1900370e
359"17515"v0.19.6"52355bcfbd35432f1900370d
360"17515"v0.19.5"52355bcfbd35432f1900370c
361"17515"v0.19.4"52355bcfbd35432f1900370b
362"26388"documentation"5235f01bbd354338c8005064
363"17515"v0.19.3"52355bcfbd35432f1900370a
364"17515"v0.19.2"52355bcfbd35432f19003709
365"26388"javascript"5235f01bbd354338c8005060
366"26388"new feature"5235f01bbd354338c8005066
367"17515"v0.19.1"52355bcfbd35432f19003708
368"17515"v0.18.8"52355bcebd35432f19003703
369"42644"bug"5236090ebd3543752d003fd3
370"42644"req"5236090ebd3543752d003fd2
371"42644"docs"5236090ebd3543752d003fda
372"42644"ios"5236090ebd3543752d003fdc
373"42644"ms"5236090ebd3543752d003fd4
374"42644"wip"5236090ebd3543752d003fd8
375"17515"v0.19.0"52355bcfbd35432f19003707
376"26388"server config"5235f01bbd354338c8005061
377"42644"webkit"5236090ebd3543752d003fd7
378"42644"test"5236090ebd3543752d003fd9
379"17515"v0.19.0.RC3"52355bcfbd35432f19003705
380"17515"v0.19.0.RC2"52355bcebd35432f19003704
381"17515"v0.19.0.RC1"52355bcebd35432f190036fc
382"24292"doc"523612d7bd3543b9340095b5
383"24292"libuv-integration"523612d7bd3543b9340095b6
384"24292"cygwin"523612d7bd3543b9340095b7
385"24292"freebsd"523612d7bd3543b9340095b8
386"24292"macintosh"523612d7bd3543b9340095b9
387"24292"linux"523612d7bd3543b9340095ba
388"24292"http"523612d7bd3543b9340095bb
389"24292"streams"523612d7bd3543b9340095bc
390"24292"fs"523612d7bd3543b9340095bd
391"24292"child_process"523612d7bd3543b9340095be
392"24292"tls"523612d7bd3543b9340095bf
393"24292"https"523612d7bd3543b9340095c0
394"24292"debugger"523612d7bd3543b9340095c1
395"24292"crypto"523612d7bd3543b9340095c2
396"24292"module-system"523612d7bd3543b9340095c3
397"24292"V8"523612d7bd3543b9340095c4
398"24292"feature-request"523612d7bd3543b9340095c5
399"24292"vm"523612d7bd3543b9340095c6
400"24292"repl"523612d7bd3543b9340095c7
401"24292"windows"523612d7bd3543b9340095c8
402"24292"test"523612d7bd3543b9340095c9
403"24292"url"523612d7bd3543b9340095ca
404"24292"dns"523612d7bd3543b9340095cb
405"24292"dgram"523612d7bd3543b9340095cc
